cf1,cf2
0.246,0.000
0.294,0.000
0.319,0.000
0.316,0.000
0.270,0.017
0.226,0.072
0.175,0.114
0.110,0.144
0.064,0.112
0.048,0.057
0.085,0.020
0.158,0.000
0.221,0.000
0.249,0.000
0.258,0.000
0.247,0.000
0.231,0.000
0.212,0.000
0.195,0.000
